branch_id,branch_name,category_master_id,category_master_name,academic_year_id,academic_year_name,section_id,section_name,grade_id,grade_name,class_id,class_name
12,Matugama,1,Edexcel,41,2025/2026,61,Primary 1-3,149,Primary 01,422,1C
12,Matugama,1,Edexcel,41,2025/2026,61,Primary 1-3,150,Primary 02,423,2A
12,Matugama,1,Edexcel,41,2025/2026,61,Primary 1-3,150,Primary 02,424,2B
12,Matugama,1,Edexcel,41,2025/2026,61,Primary 1-3,193,Primary 03,426,3A
12,Matugama,1,Edexcel,41,2025/2026,61,Primary 1-3,193,Primary 03,428,3B
12,Matugama,1,Edexcel,41,2025/2026,77,Primary 4-5,194,Primary 04,430,4A
12,Matugama,1,Edexcel,41,2025/2026,77,Primary 4-5,195,Primary 05,432,5A
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,131,Play Group,265,Play Group
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,132,Kindergarten 1,266,KG 1A
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,132,Kindergarten 1,267,KG 1B
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,132,Kindergarten 1,268,KG 1C
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,132,Kindergarten 1,269,KG 1D
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,133,Kindergarten 2,270,KG 2A
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,133,Kindergarten 2,271,KG 2B
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,133,Kindergarten 2,272,KG 2C
13,Horana,1,Edexcel,43,2025/2026,54,Pre School,133,Kindergarten 2,273,KG 2D
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,134,Primary 01,274,1A
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,134,Primary 01,275,1B
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,135,Primary 02,276,2A
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,135,Primary 02,277,2B
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,135,Primary 02,278,2C
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,136,Primary 03,279,3A
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,136,Primary 03,280,3B
13,Horana,1,Edexcel,43,2025/2026,55,Primary 1-3,136,Primary 03,281,3C
13,Horana,1,Edexcel,43,2025/2026,56,Primary 4-5,137,Primary 04,282,4A
13,Horana,1,Edexcel,43,2025/2026,56,Primary 4-5,137,Primary 04,283,4B
13,Horana,1,Edexcel,43,2025/2026,56,Primary 4-5,138,Primary 05,284,5A
13,Horana,1,Edexcel,43,2025/2026,56,Primary 4-5,138,Primary 05,285,5B
13,Horana,1,Edexcel,43,2025/2026,57,Form 1-3,139,Form 01,286,1A
13,Horana,1,Edexcel,43,2025/2026,57,Form 1-3,139,Form 01,287,1B
13,Horana,1,Edexcel,43,2025/2026,57,Form 1-3,140,Form 02,288,2A
13,Horana,1,Edexcel,43,2025/2026,57,Form 1-3,141,Form 03,289,3A
13,Horana,1,Edexcel,43,2025/2026,58,Form 4-7,142,Form 04,290,4A
13,Horana,1,Edexcel,43,2025/2026,58,Form 4-7,143,Form 05,291,5A
13,Horana,1,Edexcel,43,2025/2026,59,"Grade 09, Grade 10, Grade 11 & Grade 12",145,Grade 11,292,Grade 11
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,185,Play Group,408,Play Group
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,186,Kindergarten 1,410,KG 1A
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,186,Kindergarten 1,411,KG 1B
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,186,Kindergarten 1,412,KG 1C
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,186,Kindergarten 1,419,KG 1D
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,187,Kindergarten 2,425,KG 2A
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,187,Kindergarten 2,427,KG 2B
14,Bandaragama,1,Edexcel,47,2025/2026,74,Pre School,187,Kindergarten 2,429,KG 2C
14,Bandaragama,1,Edexcel,47,2025/2026,75,Primary 1-3,188,Primary 01,431,1A
14,Bandaragama,1,Edexcel,47,2025/2026,75,Primary 1-3,188,Primary 01,434,1B
14,Bandaragama,1,Edexcel,47,2025/2026,75,Primary 1-3,189,Primary 02,433,2B
14,Bandaragama,1,Edexcel,47,2025/2026,75,Primary 1-3,189,Primary 02,435,2A
14,Bandaragama,1,Edexcel,47,2025/2026,75,Primary 1-3,190,Primary 03,436,3A
14,Bandaragama,1,Edexcel,47,2025/2026,75,Primary 1-3,190,Primary 03,439,3B
14,Bandaragama,1,Edexcel,47,2025/2026,76,Primary 4-5,191,Primary 04,437,4A
14,Bandaragama,1,Edexcel,47,2025/2026,76,Primary 4-5,192,Primary 05,438,5A
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,108,Play Group,240,Play Group
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,109,Kindergarten 1,241,KG 1A
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,109,Kindergarten 1,324,KG 1B
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,109,Kindergarten 1,325,KG 1C
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,109,Kindergarten 1,326,KG 1D
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,110,Kindergarten 2,327,KG 2A
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,110,Kindergarten 2,328,KG 2B
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,110,Kindergarten 2,329,KG 2C
15,Piliyandala,1,Edexcel,50,2025/2026,45,Pre School,110,Kindergarten 2,330,KG 2D
15,Piliyandala,1,Edexcel,50,2025/2026,46,Primary 1-3,111,Primary 01,331,1A
15,Piliyandala,1,Edexcel,50,2025/2026,46,Primary 1-3,111,Primary 01,332,1B
15,Piliyandala,1,Edexcel,50,2025/2026,46,Primary 1-3,112,Primary 02,333,2A
15,Piliyandala,1,Edexcel,50,2025/2026,46,Primary 1-3,112,Primary 02,334,2B
16,Walgama,1,Edexcel,53,2025/2026,67,Pre School,179,Play Group,402,Play Group
16,Walgama,1,Edexcel,53,2025/2026,67,Pre School,180,Kindergarten 1,403,KG 1A
16,Walgama,1,Edexcel,53,2025/2026,67,Pre School,180,Kindergarten 1,404,KG 1B
16,Walgama,1,Edexcel,53,2025/2026,67,Pre School,181,Kindergarten 2,405,KG 2A
16,Walgama,1,Edexcel,53,2025/2026,68,Primary 1-3,183,Primary 01,406,1A
16,Walgama,1,Edexcel,53,2025/2026,68,Primary 1-3,184,Primary 02,407,2A
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,116,Play Group,242,PG A
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,117,Kindergarten 1,243,KG 1A
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,117,Kindergarten 1,244,KG 1B
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,117,Kindergarten 1,246,KG 2B
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,118,Kindergarten 2,245,KG 2A
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,118,Kindergarten 2,247,KG 2C
18,Maharagama,1,Edexcel,59,2025/2026,48,Pre School,118,Kindergarten 2,248,KG 2D
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,119,Primary 01,249,1A
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,119,Primary 01,250,1B
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,120,Primary 02,251,2A
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,120,Primary 02,252,2B
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,121,Primary 03,253,3A
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,121,Primary 03,254,3B
18,Maharagama,1,Edexcel,59,2025/2026,49,Primary 1-3,121,Primary 03,255,3C
18,Maharagama,1,Edexcel,59,2025/2026,50,Primary 4-5,122,Primary 04,256,4A
18,Maharagama,1,Edexcel,59,2025/2026,50,Primary 4-5,122,Primary 04,257,4B
18,Maharagama,1,Edexcel,59,2025/2026,50,Primary 4-5,123,Primary 05,258,5A
18,Maharagama,1,Edexcel,59,2025/2026,51,Form 1-3,124,Form 01,259,1A
18,Maharagama,1,Edexcel,59,2025/2026,51,Form 1-3,124,Form 01,260,1B
18,Maharagama,1,Edexcel,59,2025/2026,51,Form 1-3,125,Form 02,261,2A
18,Maharagama,1,Edexcel,59,2025/2026,52,Form 4-7,127,Form 04,262,4A
18,Maharagama,1,Edexcel,59,2025/2026,53,"Grade 09, Grade 10, Grade 11 & Grade 12",128,Grade 09,263,Grade 09
